,Open,High,Low,Close,Adj Close,Volume
0,-0.9944938465394509,-1.0102371593586328,-1.060216627295719,-1.0707779765798167,-1.0346280925879574,-0.5714129506972031
1,-1.0871792880014166,-1.0981718812670112,-1.1317717980787072,-1.1425239163203542,-1.0865192083719528,-0.6005089107315081
2,-1.1661634033342223,-1.1701184719193207,-1.1821856684030854,-1.1925042338924143,-1.1226684331860493,-0.6223184039304641
3,-1.1951779763136203,-1.136543396281576,-1.1789331606402222,-1.1489729895554588,-1.0911836855653179,-0.5676699026653457
4,-1.137954790715363,-1.1533309341004483,-1.1626706218259066,-1.1449423187835186,-1.0882686209013788,-0.6870648169970822
5,-1.1548799582866787,-1.1317469569047556,-1.1382768136044334,-1.1215644283062647,-1.0713604507314254,-0.7410146159629206
6,-1.1129700195386594,-1.11416001252308,-1.1016861012722234,-1.1159214892255482,-1.0672789187477698,-0.7400996486662443
7,-1.124253464586203,-1.1173576387742936,-1.1171355131458234,-1.1215644283062647,-1.0713604507314254,-0.722216196958481
8,-1.1113580988175817,-1.1285493306535417,-1.1236405286715494,-1.1199521599974884,-1.0701937952920466,-0.7563361592399903
9,-1.1065223366543486,-1.1053665403322421,-1.0919285779836343,-1.1054417452185035,-1.0596991260642488,-0.7736373590316868
10,-1.1129700195386594,-1.0773873106341216,-1.0992467204500762,-1.089319062130742,-1.0480382905081946,-0.6923383557797436
11,-1.0887912087224942,-1.074189684382908,-1.0732266583471715,-1.0804515864324733,-1.0416246892355523,-0.7686632640915741
12,-1.0871792880014166,-1.092576035327387,-1.0976204665686446,-1.101411074446563,-1.055683423421107,-0.7711752652151762
13,-1.0976567726884214,-1.1149594190858834,-1.1016861012722234,-1.1046356110641153,-1.0580194181403813,-0.7843674300563448
14,-1.080731605117106,-1.0981718812670112,-1.1415293213672966,-1.1554220627905634,-1.0948016781596173,-0.7560200796284112
15,-1.138760751075902,-1.1405404290955934,-1.1301455441972756,-1.1280135015413693,-1.0749507897353585,-0.7499646597013174
16,-1.124253464586203,-1.085381376262156,-1.107377989857234,-1.0715841107342048,-1.0340815422622585,-0.693852210761517
17,-1.07106008079064,-1.066995025317677,-1.0618428811771505,-1.061910500881548,-1.0270752888053292,-0.7578333784527332
18,-1.080731605117106,-1.0917766287645836,-1.0813579277543293,-1.087706793821966,-1.0457585561092755,-0.7453898232179361
19,-1.0871792880014166,-1.0446116415591806,-1.0764791661100346,-1.0280528663972492,-1.0025539409824422,-0.7412308809603168
20,-1.0114190141107664,-1.0278241037403084,-1.0244390419042249,-1.0328896713235776,-1.0060571680413934,-0.7393510390598729
21,-1.0388216663690868,-1.045411048121984,-1.048832850125698,-1.0345019396323538,-1.0072246888312193,-0.7141312132096691
22,-1.0484931906955528,-1.0518063006244116,-1.0984335935093605,-1.1086662818360555,-1.0609386465195139,-0.5064170010951278
23,-1.0839554465592613,-1.1013695075182248,-1.114696132323676,-1.1175337575343243,-1.0673607257182731,-0.6331150180312439
24,-1.1202236627835087,-1.110962386271866,-1.1155092592643918,-1.1038294769097272,-1.0574353692953196,-0.7199370966013057
25,-1.1032984952121934,-1.070992058131694,-1.0862366893986237,-1.0562675618008315,-1.0229883013514651,-0.7041331160223521
26,-1.0557468339404021,-1.0733902778201045,-1.0756660391693187,-1.0909313304395183,-1.048093886139076,-0.808555838226659
27,-1.090403129443572,-1.1005701009554214,-1.0894891971614868,-1.0925435987482943,-1.0492612062679287,-0.7909052872853224
28,-1.0944329312462662,-1.0821837500109424,-1.095994212687213,-1.1118908184536078,-1.063273876218828,-0.7320645722245237
29,-1.1113580988175817,-1.1061659468950455,-1.1008729743315078,-1.0941558670570706,-1.0504290155079035,-0.7701771190733475
30,-1.0968508123278826,-1.1093635731462592,-1.0943679588057815,-1.0941558670570706,-1.0504290155079035,-0.7843840658253752
